CustomerID,Churn,Tenure,PreferredLoginDevice,CityTier,WarehouseToHome,PreferredPaymentMode,Gender,HourSpendOnApp,NumberOfDeviceRegistered,PreferedOrderCat,SatisfactionScore,MaritalStatus,NumberOfAddress,Complain,OrderAmountHikeFromlastYear,CouponUsed,OrderCount,DaySinceLastOrder,CashbackAmount,Administrative,Administrative_Duration,Informational,Informational_Duration,ProductRelated,ProductRelated_Duration,BounceRates,ExitRates,PageValues,SpecialDay,Month,OperatingSystems,Browser,Region,TrafficType,VisitorType,Weekend
52364,0,19,Mobile Phone,3,11,Debit Card,Female,2,4,Laptop & Accessory,5,Married,6,1,12,1,2,4,175,0,0,0,0,10,693.5,0,0.022222222,40.43377778,0,May,2,2,1,4,Returning_Visitor,FALSE
52365,0,30,Mobile Phone,1,15,Debit Card,Female,4,4,Mobile Phone,5,Married,6,1,19,2,3,3,168,0,0,0,0,26,875.1559524,0,0.001333333,40.42327574,0,Nov,2,2,7,2,Returning_Visitor,FALSE
52366,0,7,Mobile Phone,1,9,Debit Card,Male,3,4,Mobile Phone,2,Single,2,0,15,1,2,3,150,0,0,0,0,12,846.25,0,0.018181818,40.4014481,0,Dec,2,6,1,6,Returning_Visitor,FALSE
52367,0,20,Mobile Phone,3,7,E wallet,Female,4,4,Fashion,5,Married,3,0,26,5,16,3,230,0,0,0,0,15,734.25,0,0.015384615,40.4014481,0,Dec,2,2,9,2,Returning_Visitor,FALSE
52368,0,12,Mobile Phone,1,16,Debit Card,Female,4,4,Mobile Phone,2,Single,3,0,13,2,3,2,148,0,0,0,0,6,102.2,0,0,40.27815244,0,Oct,2,2,2,20,Returning_Visitor,FALSE
52369,0,5,Mobile Phone,1,19,Credit Card,Female,4,4,Mobile Phone,2,Divorced,10,1,24,2,2,3,164,2,35.3,0,0,2,20.1,0,0,40.27815244,0,Sep,2,2,1,6,Returning_Visitor,FALSE
52370,0,8,Mobile Phone,1,34,Credit Card,Female,4,4,Mobile Phone,4,Single,4,0,16,2,2,3,148,13,340.5916667,0,0,43,863.3468254,0,0.006730769,40.01028435,0,Nov,2,2,4,1,Returning_Visitor,FALSE
52371,0,24,Mobile Phone,1,7,Credit Card,Male,3,5,Mobile Phone,3,Divorced,4,0,16,1,2,3,162,0,0,0,0,37,607.4666667,0,0.002777778,39.97777778,0,May,1,1,1,2,Returning_Visitor,TRUE
52372,0,27,Mobile Phone,1,20,Credit Card,Female,3,3,Laptop & Accessory,5,Married,3,0,12,2,2,4,170,0,0,1,56,17,1385.833333,0.005882353,0.017647059,39.85866667,0,Mar,2,2,1,2,Returning_Visitor,FALSE
52373,0,7,Mobile Phone,1,21,Credit Card,Female,4,4,Mobile Phone,4,Divorced,3,0,14,1,2,7,153,4,91,2,39,16,1280.166667,0,0.004761905,39.81885714,0,May,2,4,4,4,Returning_Visitor,FALSE
52374,0,14,Mobile Phone,1,11,Credit Card,Female,3,4,Others,3,Divorced,3,0,15,1,10,10,315,2,28,2,175.5,27,1253.333333,0.006666667,0.014666667,39.7173,0,Mar,2,2,1,2,Returning_Visitor,FALSE
52375,0,29,Mobile Phone,1,21,Credit Card,Male,4,3,Others,4,Single,10,0,15,1,3,16,312,13,456.9880952,3,72.83333333,39,976.7103175,0.004166667,0.009722222,39.65538156,0,Mar,1,1,1,1,Returning_Visitor,TRUE
52376,0,8,Computer,1,9,Debit Card,Male,3,5,Laptop & Accessory,3,Divorced,3,0,18,1,2,3,220,0,0,0,0,15,89.38333333,0,0.0125,39.6497508,0,Oct,2,2,6,2,Returning_Visitor,TRUE
52377,0,25,Mobile Phone,1,10,Credit Card,Female,4,4,Grocery,4,Single,5,0,19,1,2,1,262,2,98,0,0,29,1407.375,0,0.006666667,39.59436227,0,Dec,2,2,4,1,Returning_Visitor,TRUE
52378,0,26,Mobile Phone,1,7,Debit Card,Male,4,5,Others,3,Divorced,2,0,15,2,12,10,325,6,322.35,0,0,33,1845.394615,0,0.009714286,39.42556512,0,Jul,2,2,1,1,Returning_Visitor,FALSE
52379,0,1,Mobile Phone,1,16,Credit Card,Female,3,4,Mobile Phone,4,Single,3,0,17,2,2,4,148,3,29.81515152,0,0,189,7190.547947,0.001396161,0.014604116,39.29216261,0,Nov,2,2,1,2,Returning_Visitor,FALSE
52380,0,17,Computer,1,14,Credit Card,Male,3,3,Mobile Phone,2,Married,6,0,15,1,3,3,146,5,44.01666667,0,0,4,162.5333333,0,0,39.27673964,0,Aug,4,2,1,2,Returning_Visitor,FALSE
52381,0,19,Computer,1,9,Credit Card,Male,4,5,Grocery,2,Divorced,11,0,15,10,12,9,293,0,0,2,76,35,2068.928571,0,0.014285714,39.27145714,0,May,2,6,6,6,Returning_Visitor,FALSE
52382,0,11,Mobile Phone,1,28,Debit Card,Male,4,3,Mobile Phone,5,Divorced,3,1,13,1,2,8,161,1,18,0,0,18,1188.95,0,0.011764706,39.186,0,May,2,2,3,3,Returning_Visitor,FALSE
52383,0,9,Computer,1,9,Credit Card,Female,3,4,Laptop & Accessory,4,Single,7,0,12,2,2,3,169,5,46,0,0,35,539,0.005555556,0.011111111,39.15,0,May,2,2,3,6,Returning_Visitor,TRUE
52384,0,16,Computer,1,28,Credit Card,Female,3,4,Laptop & Accessory,3,Married,4,0,17,1,2,3,178,4,15,0,0,10,197.2,0,0.016666667,38.99,0,Mar,1,1,1,3,Returning_Visitor,TRUE
52385,0,12,Mobile Phone,1,9,Debit Card,Male,3,4,Laptop & Accessory,3,Divorced,11,0,15,1,2,1,191,1,34.5,0,0,18,3026.374242,0,0.005263158,38.92648303,0,Dec,1,1,3,2,Returning_Visitor,FALSE
52386,0,12,Mobile Phone,1,36,Cash on Delivery,Male,3,4,Laptop & Accessory,2,Divorced,5,0,19,1,2,8,188,2,48.66666667,4,155.3333333,20,540.75,0,0.004166667,38.88816225,0,Nov,2,2,3,2,Returning_Visitor,FALSE
52387,0,1,Computer,1,7,Cash on Delivery,Male,3,5,Laptop & Accessory,5,Divorced,7,0,20,1,3,1,168,0,0,0,0,9,329.25,0.05,0.075,38.83384563,0,Dec,3,2,4,1,Returning_Visitor,FALSE
52388,0,23,Computer,1,25,Debit Card,Male,4,4,Laptop & Accessory,2,Married,3,1,16,1,2,8,193,5,82,1,137.5,118,2595.095833,0.001680672,0.012371615,38.7483363,0,Nov,2,2,1,1,Returning_Visitor,FALSE
52389,0,8,Computer,1,17,Credit Card,Male,3,4,Mobile Phone,3,Married,3,1,18,3,3,1,163,1,15,0,0,18,343.8333333,0,0.0125,38.3399435,0,Dec,2,13,9,20,Returning_Visitor,FALSE
52390,0,14,Mobile Phone,1,26,Credit Card,Male,3,4,Laptop & Accessory,2,Divorced,10,1,16,2,4,8,152,1,25.7,0,0,6,143.3,0,0.028571429,38.27331194,0,Jul,2,5,1,4,Returning_Visitor,FALSE
52391,0,1,Mobile Phone,1,12,Debit Card,Male,3,3,Mobile Phone,4,Married,3,1,17,1,3,3,148,3,40.5,0,0,20,758.75,0,0.02,38.26667925,0,Nov,2,2,8,3,Returning_Visitor,FALSE
52392,0,10,Computer,1,25,Credit Card,Female,4,4,Mobile Phone,2,Single,3,0,14,2,2,8,147,0,0,0,0,10,443.5,0,0.027777778,38.20940741,0,May,2,5,3,4,Returning_Visitor,TRUE
52393,0,14,Computer,1,16,Debit Card,Male,4,5,Laptop & Accessory,2,Divorced,11,0,15,2,2,3,174,0,0,0,0,10,443.75,0.06,0.07,38.19240444,0,Nov,1,8,8,1,Returning_Visitor,FALSE
52394,0,20,Mobile Phone,1,7,Credit Card,Male,4,4,Fashion,5,Married,9,0,17,1,2,3,219,0,0,0,0,27,458.2560317,0.007407407,0.022222222,38.12368584,0,June,1,1,2,2,Returning_Visitor,FALSE
52395,0,4,Computer,1,7,Debit Card,Male,3,5,Fashion,3,Single,3,0,23,3,6,3,210,1,67.4,0,0,14,590.5533333,0,0.007142857,38.06520001,0,Aug,2,2,1,5,Returning_Visitor,FALSE
52396,0,1,Computer,3,27,Debit Card,Female,3,4,Laptop & Accessory,3,Single,3,0,15,2,2,3,225,0,0,0,0,87,1197.700198,0,0.002352941,38.00063931,0,Nov,2,2,1,2,Returning_Visitor,FALSE
52397,0,25,Mobile Phone,1,15,Debit Card,Male,3,5,Fashion,4,Divorced,7,0,17,2,2,8,250,0,0,0,0,8,170.5333333,0,0,37.96905976,0,Aug,2,5,1,5,Returning_Visitor,FALSE
52398,0,15,Mobile Phone,3,13,Debit Card,Female,4,4,Fashion,2,Single,5,1,19,1,2,1,261,7,105.4666667,0,0,44,778.9666667,0,0.004166667,37.92414395,0,Aug,2,2,6,2,Returning_Visitor,FALSE
52399,0,19,Computer,3,13,Credit Card,Female,3,5,Fashion,2,Single,8,0,13,13,13,3,214,8,293,0,0,12,399.0666667,0.003030303,0.010606061,37.86167396,0,Nov,4,1,3,3,Returning_Visitor,FALSE
52400,0,28,Mobile Phone,3,10,E wallet,Female,3,4,Laptop & Accessory,5,Divorced,4,0,15,2,2,6,184,1,139,3,871.4,137,7672.152381,0.00177305,0.011631206,37.72031898,0,Oct,2,2,4,2,Returning_Visitor,FALSE
52401,0,10,Mobile Phone,1,12,Debit Card,Male,4,4,Laptop & Accessory,4,Single,10,0,17,1,4,8,184,3,182.6428571,3,119.375,64,2671.06994,0.000275482,0.017352092,37.59646822,0,Nov,2,5,6,2,Returning_Visitor,FALSE
52402,0,7,Mobile Phone,1,11,Credit Card,Female,3,5,Mobile Phone,4,Divorced,8,0,22,1,2,2,151,8,315.845679,4,382.4,31,1314.112346,0.014285714,0.013518007,37.53469014,0,Oct,1,1,1,4,Returning_Visitor,FALSE
52403,0,11,Computer,1,18,UPI,Male,3,4,Fashion,2,Married,3,1,15,1,2,8,247,2,29,1,0,9,536,0,0.018181818,37.51854545,0,May,2,2,3,4,Returning_Visitor,FALSE
52404,0,12,Mobile Phone,3,10,Debit Card,Male,4,4,Fashion,3,Married,2,0,13,2,6,3,231,8,203.6,1,0,42,1052.4,0,0.004545455,37.35725827,0,Nov,2,2,5,2,Returning_Visitor,FALSE
52405,0,5,Computer,1,7,Credit Card,Male,3,6,Laptop & Accessory,3,Divorced,2,0,13,2,2,5,168,5,56.6,0,0,55,1058.338095,0,0.007142857,37.21183634,0,Nov,2,2,1,3,Returning_Visitor,FALSE
52406,0,31,Mobile Phone,1,10,Debit Card,Male,4,5,Mobile Phone,2,Divorced,5,0,18,1,2,1,147,8,671.0833333,0,0,32,1403.828355,0,0.003153153,37.05600958,0,Nov,2,2,3,2,Returning_Visitor,FALSE
52407,0,11,Computer,3,11,E wallet,Male,3,4,Mobile Phone,2,Married,6,0,18,2,6,9,25,5,501.75,0,0,18,628.5833333,0.004761905,0.012698413,37.02263046,0,Nov,2,2,3,3,Returning_Visitor,FALSE
52408,0,3,Computer,3,7,Credit Card,Female,3,4,Fashion,2,Divorced,3,0,15,5,5,2,204,14,574.4511905,0,0,41,2688.864762,0,0.011853002,36.96220452,0,Sep,3,2,3,4,Returning_Visitor,FALSE
52409,0,9,Computer,3,7,E wallet,Female,4,4,Fashion,3,Single,3,0,15,2,2,3,213,1,48.5,0,0,35,668.1,0.007843137,0.019117647,36.95500632,0,Nov,2,4,1,3,Returning_Visitor,FALSE
52410,0,26,Mobile Phone,1,9,Debit Card,Female,3,5,Mobile Phone,2,Single,9,0,16,1,3,3,157,5,188,0,0,25,1189.458333,0,0.006150794,36.89921429,0.6,May,2,10,1,4,Returning_Visitor,FALSE
52411,0,16,Mobile Phone,1,11,Cash on Delivery,Male,3,4,Others,2,Divorced,3,0,15,1,12,16,317,2,25.2,0,0,13,238.5333333,0,0.009375,36.70369311,0,Oct,2,2,1,20,Returning_Visitor,FALSE
52412,0,31,Mobile Phone,2,13,Credit Card,Male,3,4,Mobile Phone,3,Divorced,10,0,18,3,3,3,148,1,26.2,0,0,4,106.8,0,0.04,36.66178288,0,Oct,2,2,2,5,Returning_Visitor,FALSE
52413,0,24,Mobile Phone,3,7,Credit Card,Female,4,4,Others,2,Married,5,0,15,2,2,7,320,1,51.4,0,0,7,562.3,0,0,36.65735004,0,Jul,1,1,6,2,Returning_Visitor,TRUE
52414,0,17,Mobile Phone,3,23,E wallet,Female,4,4,Grocery,2,Divorced,7,1,23,1,2,10,286,6,111,0,0,13,522,0,0.011111111,36.65444444,0,May,2,2,2,2,Returning_Visitor,FALSE
52415,0,26,Computer,3,9,Debit Card,Male,4,5,Others,3,Single,3,1,15,8,16,13,316,1,73,0,0,23,1280.45,0,0.008695652,36.54680355,0,Dec,2,4,1,2,Returning_Visitor,FALSE
52416,0,6,Mobile Phone,3,11,Debit Card,Female,3,4,Mobile Phone,4,Divorced,4,0,12,2,2,3,164,8,132,0,0,20,413,0.011111111,0.027407407,36.51581481,0,May,1,1,1,2,Returning_Visitor,FALSE
52417,0,13,Mobile Phone,1,7,Credit Card,Female,4,4,Mobile Phone,3,Married,9,0,15,1,2,3,147,7,139.575,0,0,30,986.5,0,0.011428571,36.39286104,0,Dec,2,10,1,2,Returning_Visitor,FALSE
52418,0,6,Computer,3,33,E wallet,Male,4,4,Laptop & Accessory,2,Divorced,2,0,19,2,3,3,170,0,0,0,0,13,353.7866667,0,0.016666667,36.33496365,0,June,1,1,1,2,Returning_Visitor,FALSE
52419,0,15,Mobile Phone,1,26,Debit Card,Male,3,4,Laptop & Accessory,5,Married,4,0,17,2,2,1,156,1,53.9,0,0,34,422.5230769,0,0.006015038,36.31643173,0,Sep,1,1,2,2,Returning_Visitor,FALSE
52420,0,14,Mobile Phone,1,31,Cash on Delivery,Male,4,4,Laptop & Accessory,2,Married,3,0,18,3,5,8,158,0,0,0,0,4,236.8,0,0.05,36.26141924,0,Oct,2,2,3,1,Returning_Visitor,FALSE
52421,0,19,Mobile Phone,1,7,UPI,Male,4,3,Others,2,Divorced,2,0,15,2,2,8,317,0,0,0,0,10,428.6666667,0,0.022222222,36.256,0.4,May,2,2,5,2,Returning_Visitor,FALSE
52422,0,5,Computer,1,10,Credit Card,Male,4,4,Fashion,3,Married,11,0,13,1,3,3,262,1,11.16666667,3,63.5,28,2245.333333,0.002580645,0.028494624,36.2003121,0,Nov,4,2,1,11,Returning_Visitor,FALSE
52423,0,7,Mobile Phone,1,12,Debit Card,Female,4,5,Mobile Phone,2,Divorced,3,0,14,1,2,3,154,1,0,0,0,3,121.2704225,0,0.04,36.14032284,0,Oct,2,2,1,4,Returning_Visitor,FALSE
52424,0,8,Mobile Phone,1,9,Debit Card,Male,3,5,Laptop & Accessory,5,Divorced,8,0,14,1,6,10,185,0,0,0,0,5,131.8333333,0,0.013333333,36.13790493,0,June,1,1,1,5,Returning_Visitor,FALSE
52425,0,11,Mobile Phone,1,7,Credit Card,Female,3,5,Mobile Phone,5,Divorced,4,0,15,2,2,3,164,0,0,0,0,17,504.0833333,0.023529412,0.035294118,36.07906944,0,Oct,1,1,9,3,Returning_Visitor,FALSE
52426,0,19,Computer,1,14,Debit Card,Male,4,3,Laptop & Accessory,3,Divorced,6,0,18,1,2,3,189,3,68,1,103,10,808.5,0,0.015384615,35.99261538,0,Mar,2,2,3,7,Returning_Visitor,TRUE
52427,0,13,Computer,1,9,Cash on Delivery,Female,4,4,Fashion,3,Single,2,0,26,11,2,9,234,3,275,1,29.5,30,1107.047619,0,0.017760943,35.98106601,0,Mar,3,2,3,1,Returning_Visitor,TRUE
52428,0,3,Mobile Phone,1,22,Debit Card,Male,3,4,Mobile Phone,2,Single,3,0,20,1,2,6,148,0,0,0,0,26,553.5,0,0.008333333,35.98,0,May,2,5,3,4,Returning_Visitor,FALSE
52429,0,16,Mobile Phone,1,24,Debit Card,Female,3,3,Laptop & Accessory,5,Single,5,1,14,1,2,3,190,8,279.28,0,0,17,835.4180952,0,0.018571429,35.89140755,0,Aug,3,2,3,2,Returning_Visitor,FALSE
52430,0,3,Mobile Phone,3,27,E wallet,Male,3,4,Laptop & Accessory,2,Married,4,0,15,2,2,3,194,0,0,0,0,13,323.9166667,0,0.008333333,35.8370931,0,Mar,1,1,4,10,Returning_Visitor,FALSE
52431,0,1,Mobile Phone,1,7,Debit Card,Female,4,4,Laptop & Accessory,3,Divorced,2,0,13,2,2,3,174,1,40.5,0,0,49,1587.25,0,0.011538462,35.79969486,0,Nov,2,2,3,13,Returning_Visitor,FALSE
52432,0,16,Mobile Phone,1,9,Credit Card,Female,3,5,Mobile Phone,5,Married,2,1,12,5,8,9,151,2,75,0,0,29,1279.089286,0.003333333,0.014166667,35.60912359,0,Nov,2,2,3,11,Returning_Visitor,FALSE
52433,0,14,Mobile Phone,1,9,Credit Card,Male,3,4,Others,3,Married,2,0,15,1,4,10,319,0,0,0,0,6,546,0,0.04,35.49,0,Mar,2,2,3,1,Returning_Visitor,FALSE
52434,0,25,Mobile Phone,1,7,Debit Card,Male,4,4,Mobile Phone,2,Divorced,3,0,12,2,2,1,152,0,0,0,0,4,72,0,0,35.34967016,0,Sep,3,2,3,2,Returning_Visitor,TRUE
52435,0,6,Computer,1,14,Debit Card,Male,4,3,Mobile Phone,4,Divorced,3,0,21,1,2,4,153,5,72.5,0,0,31,649.3071429,0,0.001041667,35.10378279,0,Mar,2,7,2,2,Returning_Visitor,TRUE
52436,0,12,Computer,3,9,Debit Card,Male,3,5,Laptop & Accessory,2,Divorced,5,0,19,7,8,6,177,2,38,0,0,14,643,0,0.013333333,35.0928,0,Mar,2,2,5,1,Returning_Visitor,FALSE
52437,0,6,Mobile Phone,1,9,Cash on Delivery,Male,3,5,Laptop & Accessory,5,Single,6,0,14,1,2,5,147,0,0,1,16,8,308,0,0.025,35.091,0,May,2,4,1,2,Returning_Visitor,FALSE
52438,0,20,Mobile Phone,3,9,Cash on Delivery,Female,4,6,Grocery,4,Divorced,5,1,15,7,8,8,294,10,295.6940559,0,0,29,785.474359,0,0.001481481,34.99166667,0,May,2,2,5,4,Returning_Visitor,TRUE
52439,0,3,Mobile Phone,3,9,Credit Card,Male,4,5,Laptop & Accessory,4,Divorced,4,0,20,1,2,1,191,0,0,0,0,13,562.25,0,0.015384615,34.97250838,0,Nov,1,1,1,2,Returning_Visitor,FALSE
52440,0,5,Mobile Phone,1,30,Credit Card,Male,4,5,Laptop & Accessory,2,Divorced,2,0,22,2,8,9,181,1,191.4,0,0,13,679.9033333,0,0.002564103,34.86423061,0,Nov,3,2,3,2,Returning_Visitor,TRUE
52441,0,1,Computer,1,12,Debit Card,Male,3,3,Laptop & Accessory,5,Married,3,0,13,2,2,6,165,4,190.5,3,575,30,2375.083333,0,0.011111111,34.79013586,0,Dec,2,2,3,2,Returning_Visitor,FALSE
52442,0,19,Mobile Phone,1,27,Credit Card,Male,4,4,Grocery,2,Divorced,2,1,15,1,2,11,260,4,169.2,0,0,14,315.4666667,0,0.011111111,34.75023292,0,Jul,2,2,1,2,Returning_Visitor,TRUE
52443,0,10,Mobile Phone,1,13,Debit Card,Male,3,4,Mobile Phone,2,Divorced,2,0,12,5,11,12,157,3,224.3,5,487,74,1845.958333,0.002531646,0.017679325,34.67841487,0,Nov,2,2,1,10,Returning_Visitor,TRUE
52444,0,29,Mobile Phone,1,7,Credit Card,Male,3,4,Others,5,Single,2,1,15,5,5,14,315,2,87.5,0,0,29,1352.133333,0,0.025287356,34.60160214,0,Nov,3,2,6,2,Returning_Visitor,TRUE
52445,0,2,Mobile Phone,1,16,Credit Card,Male,4,4,Mobile Phone,2,Divorced,3,0,24,2,2,5,146,0,0,1,165,12,833,0.016666667,0.02,34.4925,0.8,May,3,2,8,4,Returning_Visitor,FALSE
52446,0,11,Mobile Phone,3,13,Credit Card,Male,4,4,Laptop & Accessory,2,Divorced,6,0,15,1,2,2,190,5,93.4,0,0,38,689.65,0,0.004878049,34.48748308,0,Oct,2,2,2,2,Returning_Visitor,TRUE
52447,0,1,Mobile Phone,1,10,Credit Card,Male,4,5,Mobile Phone,3,Single,3,0,18,2,2,1,157,3,618,0,0,9,341,0,0.007692308,34.43601877,0,Mar,2,2,9,3,Returning_Visitor,FALSE
52448,0,11,Computer,1,7,Credit Card,Female,1,4,Fashion,2,Married,4,1,19,1,2,3,261,3,189,1,32,26,1517.9,0,0.007142857,34.34857143,0,May,2,2,7,1,Returning_Visitor,FALSE
52449,0,3,Mobile Phone,1,29,Debit Card,Female,4,3,Fashion,4,Married,9,0,19,6,2,3,245,4,34.83333333,2,33.75,32,929.0833333,0.005714286,0.016190476,34.29431289,0,Dec,2,2,1,2,Returning_Visitor,FALSE
52450,0,12,Mobile Phone,3,14,Credit Card,Female,3,3,Laptop & Accessory,5,Married,3,1,25,1,8,8,181,0,0,1,0,21,472.5,0.019047619,0.019047619,34.27708553,0,Nov,1,1,1,10,Returning_Visitor,FALSE
52451,0,1,Computer,1,7,Debit Card,Female,3,4,Laptop & Accessory,4,Married,3,0,21,1,2,5,189,2,566,0,0,11,574.3333333,0,0.015277778,34.26077778,0.4,May,1,1,8,2,Returning_Visitor,FALSE
52452,0,24,Mobile Phone,1,11,Debit Card,Male,4,4,Others,4,Married,5,0,15,2,2,7,316,1,7,0,0,20,887.5833333,0,0.016140351,34.25336842,0,May,2,2,3,11,Returning_Visitor,FALSE
52453,0,27,Mobile Phone,1,10,Credit Card,Male,3,4,Grocery,3,Divorced,5,1,15,1,2,4,301,0,0,0,0,37,1254.75,0.002631579,0.010175439,34.15414773,0,Nov,2,2,2,7,Returning_Visitor,FALSE
52454,0,16,Mobile Phone,3,7,Debit Card,Male,3,4,Laptop & Accessory,3,Divorced,3,0,26,5,12,7,174,0,0,0,0,30,901.2888889,0,0.007333333,34.14841957,0,Dec,2,2,7,2,Returning_Visitor,FALSE
52455,0,3,Computer,3,9,Debit Card,Male,3,4,Laptop & Accessory,2,Single,3,0,19,1,2,10,171,0,0,0,0,2,48.4,0,0,34.03997536,0,Sep,2,2,4,1,Returning_Visitor,FALSE
52456,0,29,Mobile Phone,1,27,Cash on Delivery,Male,3,4,Laptop & Accessory,2,Divorced,5,1,20,2,2,9,179,3,44.22857143,0,0,13,311.79,0,0.002666667,34.03997536,0,June,2,2,1,5,Returning_Visitor,FALSE
52457,0,1,Computer,1,18,Credit Card,Male,3,4,Laptop & Accessory,5,Divorced,3,1,14,3,4,4,172,1,13,0,0,15,524.5,0,0.013333333,33.9612,0,May,3,2,1,6,Returning_Visitor,FALSE
52458,0,11,Mobile Phone,1,7,Debit Card,Female,3,4,Mobile Phone,2,Single,3,0,13,2,6,8,146,4,89.8,1,47,39,1167.966667,0.005853659,0.014390244,33.9251122,0,May,4,1,3,3,Returning_Visitor,FALSE
52459,0,12,Mobile Phone,1,30,Debit Card,Male,3,4,Laptop & Accessory,2,Married,11,0,15,1,2,3,182,8,268.25,0,0,71,2426.791667,0.002702703,0.010810811,33.86849093,0,Nov,2,2,1,8,Returning_Visitor,FALSE
52460,0,2,Mobile Phone,1,15,Debit Card,Female,4,4,Mobile Phone,2,Single,3,0,22,1,2,3,158,12,152.75,6,1024.25,127,3247.644636,0.008844998,0.017025608,33.85339122,0,Nov,3,1,1,2,Returning_Visitor,TRUE
52461,0,23,Computer,1,17,Debit Card,Female,3,4,Others,5,Single,11,1,15,1,2,3,312,0,0,2,131,36,868.4166667,0,0.001081081,33.84778378,0,May,3,2,7,2,Returning_Visitor,TRUE
52462,0,10,Mobile Phone,1,10,Cash on Delivery,Male,2,4,Laptop & Accessory,4,Single,6,0,13,7,8,8,170,0,0,0,0,11,660.8,0,0,33.83646892,0,June,2,2,6,1,Returning_Visitor,FALSE
52463,0,5,Computer,3,12,E wallet,Female,3,4,Mobile Phone,4,Married,3,0,12,1,3,3,153,1,18,0,0,16,1331.75,0,0.0125,33.79956701,0,Mar,2,5,2,3,Returning_Visitor,FALSE
52464,0,11,Computer,1,16,Credit Card,Male,3,4,Mobile Phone,2,Divorced,3,1,13,1,2,3,148,1,4,0,0,19,760.25,0,0.011764706,33.788,0,May,1,2,1,3,Returning_Visitor,FALSE
52465,0,16,Computer,3,33,E wallet,Female,4,4,Grocery,4,Divorced,7,0,15,3,2,9,260,2,131.5,0,0,26,1960.475,0.007407407,0.024074074,33.69233226,0,Nov,1,1,1,2,Returning_Visitor,FALSE
52466,0,9,Mobile Phone,3,23,E wallet,Male,4,4,Fashion,4,Divorced,2,0,16,4,7,10,205,14,416.3928571,6,449.3333333,258,11301.20416,0,0.00742538,33.6117917,0,Mar,2,4,9,2,Returning_Visitor,FALSE
52467,0,10,Computer,1,25,Debit Card,Male,3,3,Mobile Phone,2,Divorced,6,0,19,1,2,1,162,4,167.5,0,0,22,869.9,0,0.026388889,33.53327578,0,Mar,2,6,4,10,Returning_Visitor,FALSE
52468,0,25,Mobile Phone,1,9,Credit Card,Male,3,6,Laptop & Accessory,4,Married,7,0,19,1,2,3,180,0,0,0,0,18,1257.946667,0,0.003921569,33.50211155,0,Oct,2,2,3,2,Returning_Visitor,TRUE
52469,0,15,Mobile Phone,3,9,Debit Card,Male,3,4,Grocery,4,Single,3,0,20,1,2,5,285,0,0,1,42,20,408.3333333,0,0.003174603,33.47777322,0,Mar,2,4,7,2,Returning_Visitor,FALSE
52470,0,1,Mobile Phone,3,17,Credit Card,Female,4,5,Mobile Phone,3,Single,3,0,13,2,2,1,137,9,87.8,1,12,120,2016.564401,0.006451613,0.012613585,33.41173784,0,Jul,2,2,7,13,Returning_Visitor,FALSE
52471,0,2,Mobile Phone,1,23,Credit Card,Male,4,3,Laptop & Accessory,5,Single,2,0,20,1,2,8,182,0,0,1,28,13,474.6666667,0,0.014285714,33.41,0,Mar,2,2,1,6,Returning_Visitor,FALSE
52472,0,5,Mobile Phone,3,14,Cash on Delivery,Male,4,3,Laptop & Accessory,2,Divorced,6,0,12,4,8,8,194,2,4,0,0,10,284,0,0.016666667,33.32834503,0,Mar,2,5,1,8,Returning_Visitor,FALSE
52473,0,13,Mobile Phone,1,7,Credit Card,Male,3,3,Fashion,2,Married,2,0,18,4,4,3,221,0,0,0,0,8,846.2,0,0.025,33.22292729,0,Jul,2,2,1,2,Returning_Visitor,FALSE
52474,0,10,Computer,1,31,Debit Card,Female,3,4,Laptop & Accessory,4,Divorced,9,0,16,1,2,9,182,6,60,2,61,23,1031.704762,0,0.007111111,33.14784917,0,Mar,4,2,9,10,Returning_Visitor,TRUE
52475,0,6,Mobile Phone,3,14,Debit Card,Male,4,5,Laptop & Accessory,3,Divorced,3,0,15,2,5,9,180,5,217.6666667,0,0,18,494.6666667,0,0.019931973,33.14514286,0,Mar,3,2,1,2,Returning_Visitor,FALSE
52476,0,12,Mobile Phone,1,32,Debit Card,Female,3,5,Fashion,4,Divorced,5,0,18,2,2,2,246,1,26.5,1,58.5,24,760.7632353,0.006153846,0.020512821,33.11000268,0,Nov,2,2,1,2,Returning_Visitor,FALSE
52477,0,31,Computer,1,7,Debit Card,Male,3,6,Laptop & Accessory,3,Married,4,1,14,2,2,3,182,14,286.5333333,2,118.8,31,835.71,0,0.007317073,33.05509961,0,Nov,2,2,7,2,Returning_Visitor,FALSE
52478,0,5,Mobile Phone,1,12,Cash on Delivery,Male,3,4,Mobile Phone,2,Divorced,2,1,13,1,2,4,173,2,57,0,0,28,724.0666667,0.007407407,0.017283951,32.98533333,0,May,1,1,1,4,Returning_Visitor,FALSE
52479,0,5,Mobile Phone,2,9,UPI,Male,4,5,Laptop & Accessory,5,Divorced,5,0,13,1,2,1,189,1,4,0,0,20,471.4777778,0,0.004545455,32.95851549,0,Jul,1,1,1,4,Returning_Visitor,FALSE
52480,0,19,Computer,1,14,Debit Card,Male,4,4,Fashion,5,Married,3,0,19,6,10,12,177,1,35,1,49.5,11,1464,0,0.020512821,32.946,0.2,May,2,2,4,4,Returning_Visitor,FALSE
